"","AMP","ANDC","AWL","BEMA","BYPA","CAUS","CONC","COND","CONJ","CONT","DEMO","DEMP","DPAR","DWNT","EMPH","EX","FPP1","GER","HDG","INPR","JJ","NEMD","NN","NOMZ","OSUB","PASS","PASTP","PEAS","PHC","PIN","PIRE","PIT","PLACE","POMD","PRED","PRESP","PRIV","PRMD","PROD","PUBV","RB","SERE","SMP","SPAU","SPIN","SPP2","STPR","SUAV","SYNE","THAC","THATD","THVC","TIME","TO","TOBJ","TPP3","TSUB","TTR","VBD","VPRT","WHCL","WHOBJ","WHQU","WHSUB","WZPAST","WZPRES","XX0"
"DEMO",0.334709464746908,0.106952255815533,-0.257018883876888,0.316456408804987,-0.193798867036735,0.205743713938305,0.00248515065063446,0.203354441100741,0.0224809256721045,0.257102771489943,1,0.466799125993328,0.275934974089221,-0.0548661565891349,0.215105986359385,0.327455406338697,0.215498311851779,-0.221013874536868,0.227997923635214,0.120502983383566,-0.220656644509781,0.13188183561711,-0.45813656202292,-0.0712453032242232,-0.0701544964101584,-0.101674200532635,-0.0836949384300442,-0.113612862199357,-0.229472722948494,-0.210865514648483,-0.0557731111555317,0.233310608685597,-0.161048084508797,0.144320944317007,0.127263863121926,-0.255255677586997,0.30165874882494,0.109382081259127,0.230165506015333,-0.0786661086319334,0.310604602864444,-0.222031727734507,-0.0158540711219287,0.0362805773520147,0.00616278781714589,0.248030087615131,0.333832512498349,0.068804109128244,0.101597249671627,0.258015536631569,0.13929267068122,0.224815512396666,-0.104294615497139,0.193059181241293,0.32079245623208,0.056773855133416,-0.00701092178909435,-0.38937613326866,-0.139392611753329,0.374491719217021,0.186700273206494,0.162893890992404,0.146967061129288,0.0708586734445012,-0.211424842149154,-0.0310991132572992,0.289007253187695
"DEMP",0.266354529958046,0.29319392890161,-0.679713865466957,0.552936476074294,-0.369703461307002,0.297222525837791,-0.0291648450821302,0.337662402139341,-0.303195895343434,0.756882653463142,0.466799125993328,1,0.611072323416764,-0.246382872482811,0.501258611165379,0.490703833296175,0.451743682947126,-0.295705704853384,0.596110117507895,-6.12857679136489e-07,-0.568815940001118,-0.0411364087301739,-0.671305625683417,-0.450238510394341,-0.177175573078917,-0.376046625889995,-0.147992862071852,-0.40105472043777,-0.548974198085978,-0.674197504912103,-0.273912034281649,0.624093123278174,-0.177438517420328,0.215184239886989,0.130433529627299,-0.196772186409963,0.586083524657873,0.143514209304107,0.497719776336824,-0.0590314762611812,0.499736030047476,-0.296463757682008,-0.0955002640300037,-0.204634239732071,0.0359230001682515,0.532479908286577,0.591965180545743,-0.171341638100286,0.0430335229354662,0.0367666467031611,0.510309359197549,0.073418650242226,-0.075778250147244,0.0907031338684441,0.0420509440384883,0.150726100022427,-0.150530692869196,-0.653649517684475,-0.00644964673766381,0.656219525194841,0.397211574454718,0.0102893323809675,0.353459300736382,-0.171537618241498,-0.447874408098015,-0.0911007746351148,0.536419490249734
"DPAR",0.223909246706223,0.276339196213622,-0.712872330518,0.399829257081263,-0.365940195229667,0.250195366086199,0.0623757259426876,0.163758737315482,-0.380829661023806,0.725778971523429,0.275934974089221,0.611072323416764,1,-0.280233120415436,0.43812983172256,0.26585876409064,0.512130735148889,-0.270802270283734,0.538817963669064,0.00965829446375487,-0.60413539268925,-0.0783687305131839,-0.582700115821684,-0.549642962442854,-0.189238971400011,-0.386753737339778,-0.132839247174689,-0.355755277923997,-0.51241581946795,-0.663063677072331,-0.298559798130278,0.551922598685768,-0.0704716366564245,0.1182434070463,0.056855898511672,-0.138232952265237,0.562657957695153,0.126935616901723,0.479776092757865,-0.0654321798804685,0.437162307518334,-0.21604650393752,-0.136350747349425,-0.255696790523438,-0.0218750867221898,0.505026991610954,0.521400207464845,-0.236432889997763,0.0120956316081116,-0.0313606769284309,0.580206446543237,-0.014852345049868,0.041095084759375,-0.0364308719142878,-0.0887413344791683,0.244476940717377,-0.281310139891031,-0.598492839241965,0.159046076162368,0.486602533839543,0.397921983256511,-0.067472861671864,0.371310080016878,-0.280486020502637,-0.42275244368293,-0.0251032367826927,0.541448269075031
"DWNT",-0.0773623354747732,-0.160618145177754,0.331554074854602,-0.121402814614183,0.17584094433876,-0.0675924881920634,0.0353246055115691,-0.0253705374890745,0.145376264284091,-0.328214794001799,-0.0548661565891349,-0.246382872482811,-0.280233120415436,1,-0.11419562983664,-0.171329305379875,-0.251798996484645,0.0683717832914493,-0.238353831961244,0.0398184746404284,0.378005800278832,-0.0634613794502984,0.218289678940584,0.227808946028601,0.117689534249448,0.120915732910673,-0.0207786011847849,0.264769716570937,0.235257056212961,0.309606617545579,0.149375068101424,-0.217915868459723,0.0842964639955848,0.000937968657567373,-0.00757940211316955,0.0433877823304012,-0.256082702175995,-0.0143272172382467,-0.202206588264183,-0.0288533128850582,-0.0566092218785841,0.103441298009901,0.173844424937534,0.284054018046145,0.10912193907419,-0.280270260391199,-0.290323615450135,0.126011811250402,0.111207942022209,0.121932151105091,-0.260584095875969,0.061050675790596,-0.0384794511396871,-0.00340361736526888,0.0930824076646087,-0.158197085070286,0.190590634873906,0.329230425247333,-0.0904213930488275,-0.207855725549013,-0.182655066038493,-0.0681088566983954,-0.168631061702293,0.151790783187523,0.172565197488182,-0.00848478073394185,-0.159767263179218
"EMPH",0.22563878863724,0.240697402039041,-0.595800450700152,0.49905044582167,-0.397101916203302,0.252213419701837,0.0456300926667592,0.221687934409977,-0.320405610411356,0.623673547388631,0.215105986359385,0.501258611165379,0.43812983172256,-0.11419562983664,1,0.320575788612799,0.445523966908571,-0.182622466628576,0.508240132374507,0.033987016224353,-0.364812770697755,-0.0894403918349218,-0.557541513989912,-0.505314602537713,-0.0758467049883101,-0.407304440675192,-0.215617517841605,-0.295595889468009,-0.369606784328457,-0.580657072080333,-0.25434589765685,0.520414509133869,-0.110135762836892,0.137929136023677,0.245453440671649,-0.114638300314266,0.525515883830191,0.107550682493509,0.415290850243668,-0.145165944602447,0.544306715268204,-0.159508096590042,0.000314202949876568,-0.0535868228219453,0.0890353107154729,0.428710557104301,0.341124233637105,-0.244182917238572,0.0204288565752298,-0.040173577962595,0.463348470004853,-0.131316042340166,-0.0508861573923307,0.0350171766545292,-0.119328469706039,0.154923814245517,-0.1102040315454,-0.425998706365655,0.0749336796779021,0.506763073033775,0.379329193952637,-0.0966339705532764,0.291396280208239,-0.186880262358471,-0.391712092765081,-0.0669635643642951,0.4756299245209
"EX",0.220980742637501,0.18464200925857,-0.392847811335638,0.266857159067784,-0.251477136124201,0.242657609093621,0.0089403528239106,0.288835592211831,-0.182182576689135,0.428021751950105,0.327455406338697,0.490703833296175,0.26585876409064,-0.171329305379875,0.320575788612799,1,0.207665078961666,-0.14993051976312,0.311279445212702,0.140103765280112,-0.35416799950653,-0.0122783909666572,-0.382415608793149,-0.270389125282378,-0.0623281178807807,-0.207287672897621,-0.0243797780224299,-0.201288318135991,-0.313771028969436,-0.366477944254914,-0.137498625828786,0.347792545070272,-0.0417926217167226,0.157578933334157,0.03520405709675,-0.149584580632785,0.280256716651368,0.120605995164698,0.216263018512663,-0.0408195816306767,0.324509074868204,-0.169736608848046,-0.0487711468286419,-0.102893470468505,-0.0163435243533208,0.328289694396495,0.39494263118096,-0.0361432995084508,0.0934667196829414,0.100970267218802,0.193737091186652,0.114241636011776,-0.0233345506111787,0.0555711393547322,0.0644918232695637,0.0175103155298115,-0.0514807413350895,-0.379387610592318,-0.00900901381960904,0.406300799450651,0.201457361414156,0.0767596187037986,0.150772015675119,-0.0192026864673876,-0.270898764495753,-0.0591130624094798,0.322989762718944
"FPP1",0.258159104361878,0.299900926354065,-0.715815632995485,0.448273079506709,-0.398086992725512,0.24103748129593,-0.011049307306914,0.20266263087036,-0.377990757475415,0.649128875006346,0.215498311851779,0.451743682947126,0.512130735148889,-0.251798996484645,0.445523966908571,0.207665078961666,1,-0.212701847130578,0.489127991061341,0.0228649016974959,-0.616035473054651,-0.00728158400361377,-0.686872256142941,-0.510293508695337,-0.127287593376326,-0.450356288463485,-0.182282598099062,-0.282825611422633,-0.416006427506109,-0.641380297150865,-0.23955271415396,0.439270927557365,-0.138254754237446,0.172282975522881,0.243609099250192,-0.16603888863277,0.668835100638122,0.24555272850522,0.48688189807734,-0.0467118418464651,0.479051235421203,-0.205121404366488,-0.10205585545186,-0.160605856753723,-0.049325459234407,0.493640742946347,0.369379077002589,-0.166991275600272,0.013271212679711,0.00958924394785414,0.575927375955135,-0.0129967860336573,-0.0019960027556696,0.0626068398789643,-0.051264757410683,0.129317123704264,-0.316211563070804,-0.50971376840264,0.229421901503925,0.457245171814852,0.441324395768994,0.0169474232923385,0.368888574137427,-0.203857742556283,-0.432021788202792,-0.0939521272200877,0.537609859061635
"GER",-0.0338668601129058,-0.165125866257792,0.315178813070374,-0.231305549973027,0.17077214463088,-0.212569922906869,0.0471214403886297,-0.0943101728236144,0.111830001704407,-0.299528603303072,-0.221013874536868,-0.295705704853384,-0.270802270283734,0.0683717832914493,-0.182622466628576,-0.14993051976312,-0.212701847130578,1,-0.241028525116359,-0.133585589488829,0.226141250581529,0.0619695970952784,0.272105487109909,0.22839705111271,0.07958639227644,0.112473868739936,0.0281725822940459,0.0776716794892333,0.234392125497929,0.314574459063708,0.165156379824133,-0.232150117782363,0.0820093703653797,-0.0214336495692127,-0.0766637345792145,0.168805890486772,-0.233270415503226,-0.0178706146332475,-0.187950043489845,-0.021805917497694,-0.220032142414143,0.170714088133492,-0.00382531829281505,0.0654096196705198,-0.0288391407807873,-0.208822809687748,-0.186515355932508,0.0397020731417341,-0.114035392353202,-0.0783620483452142,-0.218371144944205,-0.0636018662891726,0.0937865233357064,0.0567922160858729,-0.073557291083132,-0.172236002367919,0.0197137299483835,0.334317822070389,-0.136681258775182,-0.240442153611362,-0.202842103865814,0.0436963519018614,-0.166381343711724,0.0711386179757764,0.216770217354417,0.116845319532635,-0.330613640041613
"HDG",0.119915619685089,0.233432728806676,-0.661788528493683,0.387105712003894,-0.370968023360208,0.227223670125364,0.0199007157356922,0.262005537260049,-0.334401779836913,0.697199110993485,0.227997923635214,0.596110117507895,0.538817963669064,-0.238353831961244,0.508240132374507,0.311279445212702,0.489127991061341,-0.241028525116359,1,-0.0659698467681498,-0.56537496717371,-0.0715596421460919,-0.539901208721216,-0.499041168216493,-0.142380016849325,-0.365726703635016,-0.164719737735435,-0.422968069142063,-0.50582998145501,-0.637942696233533,-0.24277795500819,0.550173945316916,-0.113125261087974,0.183042988030603,0.068626833370797,-0.0806663241437129,0.672191828470304,0.0942392200507409,0.456062425201943,-0.0286460161064143,0.378528036588318,-0.197869973554481,-0.107899627568274,-0.235268541417046,0.0288679194695122,0.521253500457329,0.479800011455108,-0.292687161705505,-0.0673081521900486,-0.0676009513280305,0.586275802719693,-0.0504666199371138,-0.0951531104690109,-0.0851888704909751,-0.13066105665721,0.170493499210121,-0.216079265746719,-0.58170259793267,0.080147550511787,0.55266882480315,0.469055568584691,-0.0815927610635647,0.301036807432696,-0.252849262905936,-0.384769103537776,-0.0596893493342803,0.455805278584599
"INPR",-0.00631157453760527,-0.0488643922547665,-0.0683470251130708,0.0601291407492799,-0.0517124280889999,0.0729545275515751,0.0170075971631586,0.0314960238742346,-0.104488062113342,0.0250348364314716,0.120502983383566,-6.12857679136489e-07,0.00965829446375487,0.0398184746404284,0.033987016224353,0.140103765280112,0.0228649016974959,-0.133585589488829,-0.0659698467681498,1,-0.019545749898016,0.0276910074557415,-0.0566809065955722,-0.150473220428552,-0.0787495137735489,-0.0852897090352254,0.0412928940633528,0.0939603376272157,-0.0300366868003645,-0.00834260836404444,-0.145249336379311,0.0854927132028726,0.194558991460268,-0.0378046288512253,0.0449473701854362,-0.0977332270596944,-0.0156658480338383,0.0195553737843462,0.0149590405667783,0.061753662929122,0.130904281167686,-0.129782043535175,0.0456142225043972,-0.0243831406151741,0.00247945904267531,-0.0161481777650916,-0.0121537284675994,0.0794437446071602,0.254234023850198,0.0913521830017545,0.0164780447769028,-0.00245597486098489,0.0906554607163463,0.0400248408984842,0.048926906993658,0.152824354132656,0.0245165846100844,0.0201033762765086,0.13215597220742,0.0293341329163245,0.0499051919026742,0.0424334576568317,0.122814846234322,0.0598693819860514,-0.0824853045704499,0.0985348346152907,0.162295170803042
"JJ",-0.17021604740973,-0.394156380484308,0.833961033004238,-0.346795795613475,0.43948233818712,-0.271229986206842,-0.0348017102298972,-0.292665511160793,0.43355296080907,-0.750149275710054,-0.220656644509781,-0.568815940001118,-0.60413539268925,0.378005800278832,-0.364812770697755,-0.35416799950653,-0.616035473054651,0.226141250581529,-0.56537496717371,-0.019545749898016,1,0.04486871475128,0.596781391433449,0.590491908372113,0.109784396623814,0.331383339370966,0.123938301506968,0.409493842992029,0.645447093314711,0.684314628665066,0.279723156199833,-0.555372557600603,0.0875474492641329,-0.166715401640219,-0.081516222672372,0.159867528053553,-0.615650402253987,-0.22642856971318,-0.525382778382709,-0.108119479467308,-0.368667161843126,0.22997118526382,0.173759836661252,0.313536039652479,0.0829060434386106,-0.602527045777618,-0.522373356051468,0.131571952490115,0.0388659046570282,0.0601366282162598,-0.606343122352362,0.00212280316441254,-0.0517222339460953,-0.076096252029009,0.0636640940531233,-0.3606347415333,0.389860527680712,0.709955910237741,-0.294952119236327,-0.481623201870864,-0.473940512966402,0.0518856217905251,-0.321110834906117,0.226158144548731,0.434183585368945,0.0867804983841568,-0.508310932792245
"NEMD",0.00866595295349071,-0.15484874384008,0.108777168019181,0.0389869649025295,0.0523859650861779,-0.0304895302167411,-0.0363441531329324,0.165252262053982,0.17733288489276,-0.137097232136388,0.13188183561711,-0.0411364087301739,-0.0783687305131839,-0.0634613794502984,-0.0894403918349218,-0.0122783909666572,-0.00728158400361377,0.0619695970952784,-0.0715596421460919,0.0276910074557415,0.04486871475128,1,-0.0768462772316454,0.198186556689625,0.0229978426785487,0.195382609098803,-0.110423165493877,0.0778310281828039,0.0620266541963412,0.0657190319273806,0.0688471460972772,-0.0967083379869842,-0.153243094824417,0.113187765146768,0.141837360829122,-0.0555011003000124,-0.0140895378730885,0.112313968071157,-0.0216743537699548,0.0819836086215088,-0.0275089237898275,0.0171511959989552,0.00791061711367404,0.152926243970185,0.0691834538283265,-0.0188995946639171,-0.0807520227836118,0.23159168157295,0.117130294544644,0.137209560690904,-0.0457250339634644,0.119793997940852,-0.0396826962569255,0.209171782880939,0.171038838235449,-0.0372069733768884,0.048340105848966,0.0270065259249314,-0.18156551173916,-0.00183703719497092,-0.0192572431797699,0.0942744353710764,0.0364160030387712,0.120352442396417,0.102938618229952,-0.0337885037164204,0.111194184467321
